RIST 3.99.10
RUSLE Storm Output Table for Period of Data Processed.

Date        PRECIP  DURATION     MAX_5    MAX_10    MAX_15    MAX_30    MAX_60          ENERGY                    EI30
MO/DA/YR        mm       hrs     mm/hr     mm/hr     mm/hr     mm/hr     mm/hr           MJ/ha             MJ*mm/ha*hr
----------------------------------------------------------------------------------------------------------------------
06/24/2000   33.97     13.92    31.390    26.808    22.463    13.163     8.989           6.566                  86.435
07/01/2000   18.52     11.58    34.048    27.355    22.797    13.690     8.017           3.890                  53.251
07/04/2000   14.00      1.58    16.752    15.864    15.376    12.524    11.233           2.891                  36.202
07/08/2000   14.79      7.17    14.576    13.152    12.080     9.296     6.636           2.720                  25.282
07/10/2000   73.75     19.42    14.520    12.180    11.320    10.424     8.466          13.524                 140.977
07/28/2000   19.97      4.08    18.864    11.472    11.938     9.168     7.859           3.851                  35.304
08/02/2000   19.38      8.25    24.968    24.000    21.966    14.960    10.894           4.147                  62.034
08/03/2000   78.23     56.67    16.896    14.616    14.384    11.196     7.560          14.102                 157.881
08/28/2000   19.03      7.67    33.920    30.089    24.986    16.933    10.283           3.612                  61.170
09/02/2000   17.33      6.92    19.350    15.905    12.894    11.158     7.188           3.419                  38.150
09/16/2000   14.73      7.00    26.640    20.520    14.480     9.232     6.968           2.807                  25.911
09/20/2000   50.86     20.17    71.444    58.316    48.596    28.077    18.959          10.898                 305.976
09/30/2000   49.45     18.25     9.648     9.600     9.600     8.824     7.612           8.746                  77.178
10/01/2000   39.90     16.92     7.248     7.200     7.200     6.432     5.180           6.811                  43.806
10/03/2000   18.81     31.25     7.248     6.072     4.848     3.252     2.980           3.001                   9.758
10/06/2000   50.12     45.17     7.376     7.200     7.200     6.848     6.000           8.005                  54.817
10/11/2000  131.50     37.00    14.520    12.132    11.200    10.400    10.000          24.171                 251.382
10/13/2000   35.44     24.50    15.098    13.320    12.192    10.752     6.976           6.549                  70.419
10/30/2000   67.52     37.33     7.248     7.200     7.200     6.000     4.616          11.047                  66.280
11/02/2000   50.57     33.33     9.648     9.600     8.800     8.000     7.400           8.734                  69.875
11/06/2000   73.55     42.25    12.048    11.064    11.216    10.048     8.588          12.917                 129.787
11/13/2000   72.35     31.17    21.636    18.258    15.972    13.178    11.621          12.827                 169.040
11/15/2000  120.63     71.08    14.256    12.000    11.200    10.400     9.412          20.889                 217.248
11/23/2000   50.76     39.25     7.248     6.024     5.536     4.816     4.004           8.169                  39.343
01/06/2001  104.97     64.67     9.648     8.424     7.360     6.080     5.204          17.028                 103.531
02/08/2001   14.88     22.92     4.800     4.800     4.800     4.400     3.596           2.356                  10.368
03/08/2001   15.56     27.58     2.400     2.400     2.400     2.000     1.616           2.405                   4.809
03/13/2001   21.08     12.08     4.848     3.888     3.984     3.624     3.008           3.342                  12.112
03/29/2001   24.46     22.00     7.152     6.288     5.584     4.392     3.800           3.958                  17.384
04/07/2001   14.19     24.83     2.400     2.400     2.400     2.000     1.196           2.192                   4.383
04/10/2001   13.52     11.42     7.200     7.200     6.400     4.552     3.052           2.193                   9.984
04/19/2001   42.18     57.50     4.752     3.720     3.984     3.192     2.796           6.578                  20.997
06/09/2001   14.59      7.67     9.504     7.488     7.200     5.600     4.444           2.565                  14.365
06/09/2001   48.00     38.75    21.504    19.910    18.419    11.954    10.410           9.098                 108.749
06/16/2001   34.50     31.50    26.276    15.205    14.400    13.296    12.000           7.011                  93.217
06/30/2001   12.08      9.50    46.018    34.915    30.557    21.190    11.295           2.764                  58.575
07/07/2001   18.20      6.75    44.995    28.475    21.778    14.252     7.748           4.086                  58.235
07/19/2001   46.94     12.92    19.898    17.988    14.392    11.266    10.790           9.131                 102.870
08/10/2001   18.98      4.42    41.904    38.579    36.823    23.914    12.553           4.193                 100.278
08/17/2001   28.89      3.50    64.036    40.584    29.884    22.783    13.420           6.609                 150.585
08/30/2001   59.51     27.00    19.349    13.498     9.983     8.056     7.588          10.695                  86.163
09/04/2001   15.33     13.17     4.848     4.800     4.016     4.000     3.432           2.480                   9.922
09/14/2001   25.07     16.25     9.648     8.424     7.416     6.076     5.824           4.251                  25.826
09/23/2001   31.56     28.50     7.152     6.072     5.648     4.824     3.776           5.072                  24.469
09/24/2001   64.26     37.08    33.418    20.790    15.460    10.979     9.854          12.164                 133.552
10/20/2001   29.15     21.00    14.940    13.260    12.364    12.242     9.654           5.184                  63.461
11/11/2001   17.17      6.50     9.648     9.600     8.984     8.376     6.980           3.094                  25.911
02/06/2002   13.44     19.50     4.608     3.504     3.136     2.768     2.400           2.080                   5.758
02/15/2002   13.78     32.42     4.848     3.624     3.216     2.808     2.000           2.173                   6.101
03/02/2002   17.61     26.33     4.848     3.792     4.016     2.800     2.220           2.741                   7.674
03/06/2002   14.16      9.17     7.248     6.024     5.616     4.848     3.254           2.323                  11.261
04/11/2002   21.28     40.08     4.848     3.672     3.248     2.824     2.212           3.329                   9.402
04/14/2002   40.62     56.83     4.800     4.800     4.096     3.600     3.020           6.387                  22.993
04/19/2002   36.42     23.58     9.600     9.600     8.912     6.424     4.412           5.774                  37.092
05/02/2002  100.48     58.92    12.036    12.000    10.480     7.192     6.192          17.083                 122.862
05/23/2002   14.51     16.75     7.200     7.200     6.496     6.408     3.976           2.492                  15.966
05/26/2002   17.51     31.58     7.200     7.200     6.400     5.292     4.200           2.855                  15.107
06/05/2002   90.94     48.42    22.702    20.030    15.305     9.165     7.596          16.108                 147.623
06/16/2002   10.02      2.33    63.538    52.406    36.897    19.249     9.624           2.612                  50.273
06/23/2002   13.66      1.67    55.075    36.793    27.968    18.555    13.267           3.119                  57.871
06/24/2002   11.47      6.00    45.664    38.493    31.629    20.158    10.879           2.675                  53.930
06/25/2002   14.32      1.58    33.600    33.600    33.024    21.872    12.936           3.244                  70.951
06/27/2002   43.98     26.67    38.402    31.076    27.406    18.536    11.120           8.648                 160.296
07/03/2002   17.53     10.75    12.096     9.744     8.896     8.312     7.000           3.227                  26.824
07/14/2002   15.11     15.08    10.140     8.460     7.240     5.620     4.624           2.532                  14.227
08/04/2002   19.28      9.00    19.390    15.612    12.936    10.104     7.649           3.756                  37.950
08/05/2002   23.86     10.17    38.750    32.335    26.629    17.629    12.243           5.001                  88.160
08/06/2002   13.41     14.67    20.158    17.890    14.983     9.459     5.082           2.387                  22.583
08/10/2002   30.39     25.67     7.008     5.904     5.536     3.912     3.020           4.840                  18.933
08/21/2002   18.94     13.50     9.552     8.376     7.984     7.592     6.592           3.260                  24.748
08/26/2002   14.38      7.50    21.812    20.532    18.524    12.862     9.867           2.861                  36.795
09/21/2002   21.12     27.17    24.194    20.560    16.065     8.424     4.212           3.659                  30.829
09/23/2002   55.02     33.58    11.904     9.648     9.600     9.184     7.996           9.503                  87.277
10/12/2002   14.70     14.25     4.752     3.888     3.184     3.184     2.792           2.284                   7.272
10/17/2002   36.90     24.08    12.048    10.632     9.488     7.944     6.396           6.357                  50.503
11/13/2002  192.17     79.67    26.550    22.995    19.922    16.369    14.064          34.894                 571.182
11/17/2002   99.45     52.50    11.808     9.600     8.896     8.808     7.436          17.518                 154.294
11/21/2002   33.16     26.58     4.848     4.800     4.800     4.400     3.600           5.272                  23.199
11/24/2002  128.50     59.67     9.600     9.600     8.800     6.885     5.800          22.010                 151.549
12/27/2002   28.56     22.25     4.848     3.888     3.216     2.768     2.584           4.446                  12.307
01/21/2003   14.18     22.58     2.400     2.400     2.400     2.040     1.820           2.192                   4.471
04/02/2003   12.90     17.00     4.752     3.792     3.984     2.864     2.616           2.010                   5.757
05/02/2003   19.54     21.42    26.112    20.496    16.704     9.152     5.380           3.609                  33.027
05/13/2003   17.52     20.75    14.280    11.940    11.160     9.180     7.190           3.141                  28.837
05/20/2003   51.55     15.92    32.304    31.636    30.306    22.357    15.345          10.307                 230.438
06/13/2003   20.26      2.08    74.789    67.614    58.526    36.199    18.671           5.151                 186.463
06/14/2003   14.77      9.92    17.040    12.306     9.004     8.612     6.790           2.801                  24.120
07/01/2003   22.10      8.08    31.961    29.038    24.094    20.732    13.985           4.635                  96.088
07/03/2003   14.79      4.67    12.048    12.000    12.000    12.000     9.200           2.977                  35.720
07/04/2003   15.34     20.25     7.200     7.200     6.400     5.992     4.836           2.555                  15.312
07/16/2003   16.58     11.58    26.760    19.540    16.427    11.875     8.354           3.448                  40.945
07/21/2003   15.89      6.50    22.286    20.376    18.464    12.716     6.554           3.239                  41.185
07/22/2003   23.57      7.50    62.790    55.052    42.340    25.219    15.409           5.193                 130.972
07/28/2003   18.50      3.42    28.368    20.250    17.577    15.678    10.838           3.804                  59.634
08/24/2003   23.49      6.58    52.802    45.385    42.563    35.914    20.498           5.617                 201.720
08/29/2003   16.75     15.75    31.786    27.565    22.853    14.016     7.820           3.264                  45.748
08/31/2003   16.83      7.92    24.190    19.415    15.393    11.392     7.308           3.317                  37.789
10/03/2003   28.99     17.33    23.760    18.900    17.739    13.336     9.828           5.410                  72.152
10/04/2003   54.67     26.25     9.648     8.520     7.312     6.424     5.228           9.191                  59.041
10/31/2003  104.39     36.17    12.048    10.824    10.336     9.168     8.388          18.526                 169.845
11/08/2003   49.71     19.25     9.600     9.600     8.800     8.000     6.600           8.743                  69.941
11/26/2003  104.25     61.17    11.952    11.124    10.416     9.576     7.988          17.846                 170.889
12/28/2003   39.67     54.83     2.400     2.400     2.400     2.400     2.200           6.118                  14.684
02/21/2004   13.36     22.67     2.400     2.400     1.680     1.584     1.192           2.070                   3.279
02/22/2004   14.24     33.42     2.400     2.400     2.400     2.040     2.000           2.192                   4.471
03/22/2004   16.44     17.58     4.752     3.792     3.328     3.184     2.828           2.558                   8.144
05/04/2004   45.03     51.25     7.248     6.024     5.616     4.840     4.620           7.239                  35.039
05/27/2004   14.37     20.92     7.200     7.200     6.400     5.240     3.012           2.336                  12.241
05/31/2004   12.90     10.92     7.248     6.360     6.368     4.776     4.392           2.113                  10.090
06/11/2004   13.36      3.83    33.836    28.990    23.238    14.091    10.225           2.754                  38.802
06/12/2004   29.94     10.17    26.550    23.185    20.166    13.707     8.402           5.883                  80.637
06/19/2004   47.76     30.42    16.704    14.760    13.584    12.400    11.024           8.660                 107.382
07/01/2004   16.77      2.75    12.048    12.000    11.384    10.368     9.400           3.245                  33.646
07/02/2004   24.09     13.75    28.416    20.892    17.824    12.008     8.004           4.604                  55.290
07/06/2004   13.64     11.42    30.793    18.778    13.399     8.291     5.377           2.601                  21.562
07/08/2004   23.92     12.50    58.133    41.802    30.716    18.103    10.248           4.838                  87.579
07/10/2004   25.57     15.75    11.808    10.704    10.336     9.576     7.548           4.582                  43.873
07/19/2004   14.93      5.83    55.618    45.855    35.837    19.565    10.779           3.293                  64.425
07/24/2004   12.70      7.83     7.200     7.200     6.656     5.632     4.616           2.153                  12.127
08/13/2004   16.05      5.33    14.600    13.320    12.080     9.688     9.058           3.072                  29.766
08/20/2004   17.46      5.17    65.280    56.843    49.065    28.601    17.071           4.315                 123.406
08/21/2004   21.26      4.33    14.972    13.236    10.784     8.184     6.452           3.903                  31.940
08/26/2004   15.83      3.92    14.304    12.432    11.488     8.884     7.242           2.905                  25.812
08/31/2004   17.10     11.83    19.008    15.018    15.216    11.640     9.359           3.264                  37.997
09/14/2004   63.01     40.83    11.952    10.776    10.384     9.992     8.196          11.216                 112.072
10/10/2004   18.10     15.67     7.152     6.288     5.584     4.008     3.024           2.921                  11.708
10/14/2004   13.95     12.42     4.848     4.800     4.800     4.800     4.428           2.299                  11.035
10/15/2004   23.27     18.58     7.152     6.288     5.584     4.872     4.200           3.843                  18.721
10/26/2004   54.58     27.00    31.560    24.420    19.391    13.804    11.306          10.209                 140.922
10/29/2004   48.26     22.75    12.096     9.672     9.552     7.768     5.392           8.431                  65.495
10/31/2004   35.52      9.08    12.048    10.704     9.600     8.776     8.192           6.632                  58.203
11/01/2004   19.34     10.67    14.550    10.995     9.648     7.680     5.032           3.488                  26.789
11/10/2004   13.24     16.17     7.248     6.072     5.040     3.584     2.796           2.117                   7.587
11/30/2004   24.92     25.67     7.248     6.024     4.928     4.800     4.600           4.072                  19.544
12/25/2004   53.08     30.92    12.000    12.000    12.000    10.884     9.412           9.033                  98.319
04/08/2005   18.39     19.75     4.752     3.576     3.304     3.184     2.988           2.894                   9.214
04/16/2005   16.71     10.33     7.248     6.192     6.416     4.768     4.172           2.701                  12.880
04/24/2005   15.65     29.08     4.848     4.800     4.800     4.400     3.608           2.478                  10.904
05/17/2005   22.54     13.25    12.048    10.824    10.416     8.808     7.004           3.878                  34.156
05/23/2005   15.59     14.83    14.496    12.048    11.232     9.016     7.056           2.795                  25.199
05/28/2005   10.60      0.75    40.949    36.468    29.112    18.892    10.600           2.522                  47.648
06/29/2005   20.84      9.75    40.344    29.938    24.199    12.599     6.778           4.287                  54.018
06/30/2005   57.27     22.25    69.890    50.316    37.798    20.099    11.049          11.009                 221.264
07/05/2005   42.78     11.83    19.169    14.648    13.612    10.406    10.036           7.958                  82.815
07/07/2005   34.80     15.17     9.552     8.592     8.784     7.952     6.376           6.154                  48.934
07/16/2005    6.87      0.75    35.853    30.265    25.576    13.358     6.870           1.619                  21.627
07/18/2005   34.52     11.42    26.760    24.421    21.561    17.534    13.993           7.269                 127.449
07/25/2005   24.16      0.83   178.471   119.503    83.967    44.039    24.160           6.742                 296.925
08/02/2005   12.70      4.33    21.960    14.076    12.000     8.400     5.382           2.568                  21.573
08/14/2005   22.00      3.08    14.448    13.464    13.616    12.024    10.996           4.463                  53.659
08/21/2005   24.25     19.58     7.376     5.952     4.768     3.976     3.388           3.833                  15.240
08/26/2005    9.09      1.25    36.236    31.144    27.708    17.102     8.895           2.126                  36.365
09/09/2005   45.37     13.67    12.564    11.136    10.448     9.684     9.244           8.628                  83.558
09/17/2005   31.11     42.92     9.648     8.472     7.136     5.952     4.576           5.050                  30.055
10/01/2005  166.93    150.08     9.648     9.600     8.896     8.080     7.238          28.043                 226.589
11/05/2005   18.46     24.83     4.752     3.792     3.328     3.184     2.792           2.873                   9.147
11/26/2005   17.82     24.17     4.848     3.792     3.328     2.864     2.620           2.760                   7.906
12/02/2005   20.27     21.00     7.248     6.024     5.616     4.008     3.004           3.203                  12.839
02/18/2006   15.50     13.50     4.800     4.800     4.800     4.048     4.004           2.490                  10.079
02/19/2006   14.28     22.25     4.752     3.576     3.184     2.792     2.400           2.202                   6.148
03/04/2006   25.83     14.67     9.504     7.248     6.432     5.224     4.412           4.167                  21.770
03/28/2006   17.84     17.58     4.848     4.800     4.208     2.808     2.396           2.803                   7.870
04/10/2006   29.15     30.50     9.648     8.472     7.088     5.568     4.372           4.795                  26.700
04/29/2006   30.50     21.08     7.248     6.024     5.808     5.576     5.082           5.047                  28.144
05/08/2006   14.92     22.17     7.152     6.192     5.728     4.832     3.652           2.371                  11.456
05/19/2006   37.86     17.00    55.680    46.891    39.481    24.229    12.527           8.184                 198.299
05/29/2006   16.64     11.67    14.972    13.236    10.676     6.872     6.216           3.015                  20.717
06/16/2006   19.20     10.08    29.079    21.235    16.413    10.166     6.871           3.510                  35.683
06/22/2006   14.44      8.58    64.138    43.666    32.753    16.377     8.384           3.386                  55.452
06/28/2006   12.99     10.58    36.371    25.995    20.386    13.345     7.069           2.765                  36.895
06/29/2006   26.39     11.67    22.430    20.272    16.457    11.240     8.991           5.252                  59.033
07/23/2006   17.42      4.92    21.270    17.835    16.690    13.953    10.675           3.412                  47.605
07/28/2006   39.08     16.92    29.224    26.664    22.576    16.656    12.358           8.116                 135.187
08/01/2006   21.65     19.00    26.146    17.304    15.360    10.816     6.220           4.120                  44.558
08/02/2006   54.47     23.00    14.309    12.000    11.472    11.168     9.576           9.883                 110.370
08/10/2006   16.30     15.33    11.808    10.704    10.336     9.968     8.184           3.044                  30.348
08/14/2006   15.52     15.83    11.904    10.272     9.600     8.048     6.232           2.749                  22.127
08/16/2006   17.32     17.50     9.648     8.472     7.984     7.592     5.628           3.094                  23.488
08/17/2006   21.37     10.25    12.036    10.776    10.384     9.552     7.435           3.872                  36.984
08/26/2006   22.95      7.33    14.520    12.132    11.408    10.000     9.804           4.313                  43.132
08/28/2006   18.96     10.33     9.800     9.600     8.944     7.648     7.204           3.308                  25.302
09/07/2006   30.50     18.83    66.758    44.712    36.048    27.124    19.666           6.931                 187.987
09/15/2006   52.30     21.33    11.904    10.704    10.336     9.968     9.040           9.949                  99.172
09/16/2006   13.82     24.92     4.800     4.800     4.144     3.632     2.616           2.183                   7.930
10/03/2006   14.12     17.67    11.856     8.924     8.760     6.720     4.952           2.415                  16.231
10/04/2006   19.78      8.75     9.648     8.472     7.248     6.848     6.608           3.521                  24.112
10/23/2006   20.64     22.25    21.672    14.724    10.616     6.398     4.423           3.376                  21.600
12/07/2006   56.46     55.58     9.648     8.424     8.016     7.200     7.000           9.411                  67.759
01/22/2007   73.14     42.83    11.904    10.176     8.784     7.664     6.604          12.182                  93.366
03/06/2007   22.04     30.92     4.848     4.800     4.144     4.000     3.616           3.536                  14.145
03/19/2007   40.06     19.42     7.248     6.180     6.416     5.608     5.012           6.576                  36.875
03/30/2007   21.24     24.08     4.752     3.576     3.184     2.792     2.596           3.267                   9.123
04/03/2007   14.57      8.75     9.600     9.600     8.224     6.160     4.628           2.447                  15.072
05/14/2007   11.46      3.92    42.946    34.952    29.844    19.699    10.267           2.586                  50.934
05/15/2007   22.17      6.33    19.358    16.819    14.075    11.664     8.798           4.031                  47.018
05/23/2007    9.79      1.25    33.360    29.100    25.554    16.561     9.208           2.170                  35.938
05/26/2007   24.48     29.33    31.344    28.837    28.066    17.610     9.001           4.781                  84.189
05/28/2007   25.52     17.75     9.504     7.500     7.248     6.440     6.048           4.326                  27.859
06/15/2007   21.48     12.33    19.296    16.800    15.200    12.068     8.394           4.070                  49.114
06/23/2007   21.24      7.92    38.771    28.997    21.284    11.578     6.737           4.308                  49.872
06/26/2007   41.98      8.58    32.167    29.760    25.196    18.227    13.348           8.431                 153.669
07/02/2007   17.23      4.00    26.712    24.156    22.960    15.012    11.658           3.496                  52.486
07/04/2007   26.47      9.58    21.892    17.720    14.368    13.592     9.928           5.198                  70.656
07/09/2007   84.20     27.92    35.952    35.220    33.957    21.290    12.633          17.053                 363.073
07/28/2007   12.38      3.42    68.088    49.068    34.450    17.617     8.808           2.982                  52.541
07/29/2007   23.20     17.42    42.043    39.120    33.562    19.710     9.855           5.159                 101.676
08/02/2007   14.17     10.50     7.248     7.200     6.512     4.448     4.000           2.404                  10.694
08/07/2007   27.16     22.25    32.477    28.931    22.807    15.124     9.002           5.050                  76.370
08/08/2007   29.18     10.33    29.750    27.562    25.559    18.006    12.439           5.987                 107.812
08/13/2007   13.66      1.33    42.787    38.706    35.691    22.629    13.061           3.166                  71.647
08/17/2007   21.24      7.00    24.194    20.317    17.705    12.021     9.689           4.282                  51.470
08/19/2007   72.00     60.00    35.440    30.045    21.554    11.029     8.816          13.388                 147.658
08/23/2007   14.82      7.00     9.720     9.600     8.896     8.120     5.796           2.701                  21.930
08/30/2007   13.69      8.00    14.352    13.560    12.768    10.976     7.174           2.566                  28.164
09/03/2007   21.01      9.08    19.390    14.615    10.543     8.073     7.069           4.077                  32.917
09/18/2007   23.34     15.00    33.602    26.199    20.871    11.121     6.186           4.569                  50.811
09/26/2007   25.41      8.50    12.144    10.872    10.448     8.568     5.892           4.296                  36.808
09/26/2007   42.68     34.83    12.048    10.824    10.416     9.320     7.816           7.641                  71.214
11/10/2007   14.01     26.00     2.400     2.400     2.400     2.000     2.000           2.161                   4.322
11/23/2007   49.39     39.75     9.504     7.584     6.656     5.168     4.228           8.069                  41.703
01/05/2008   16.22     28.08     2.400     2.400     2.400     2.400     2.200           2.496                   5.990
01/11/2008   62.48     43.67     7.008     5.904     5.536     4.800     3.972           9.919                  47.611
01/16/2008   27.40     42.33     2.400     2.400     2.400     2.000     1.820           4.231                   8.462
02/03/2008   20.66     35.33     2.400     2.400     2.400     2.000     1.592           3.196                   6.392
03/03/2008   17.65     17.08     9.600     9.600     8.720     6.360     4.360           2.892                  18.391
03/09/2008   19.07     51.92     2.400     2.400     2.400     1.600     1.600           2.953                   4.724
04/06/2008   20.07     16.08     4.752     3.792     3.984     3.592     3.392           3.200                  11.496
04/11/2008   25.04     31.42     7.248     6.072     5.616     3.720     2.612           4.001                  14.883
04/21/2008   24.42     28.50     7.200     7.200     6.400     5.600     4.204           3.994                  22.364
05/16/2008   61.30     52.50    14.556    13.278    12.760    11.192     8.020          10.300                 115.272
05/19/2008   26.42     31.00     9.600     9.600     8.800     8.016     6.976           4.606                  36.919
05/22/2008   15.84     28.50     4.848     4.800     4.800     3.232     2.968           2.540                   8.210
05/30/2008   13.96     14.75    26.640    22.040    20.293    15.224     8.812           2.726                  41.508
06/05/2008   13.75     17.67    23.853    17.350    13.712     9.256     5.825           2.479                  22.942
06/06/2008   18.86     14.08     9.648     8.472     7.256     5.268     3.772           3.198                  16.847
06/13/2008   24.34     11.25     7.320     6.192     5.728     5.208     4.432           4.030                  20.990
06/23/2008   15.14      1.75    89.432    62.556    46.314    27.099    14.750           3.772                 102.213
06/29/2008   17.35      8.42    17.364    15.588    13.744    10.780     9.026           3.324                  35.830
07/02/2008   16.19      2.50    40.990    36.547    32.078    23.904    13.148           3.660                  87.484
07/06/2008   46.89     14.67    58.018    47.231    37.234    21.208    11.179           9.908                 210.123
07/13/2008   46.90     33.17    48.533    36.698    27.625    17.066     9.161           9.328                 159.191
07/17/2008   23.97     11.83    19.350    15.795    13.579    12.389     8.069           4.610                  57.113
07/20/2008   22.72      7.58    43.016    36.853    28.569    18.764    12.982           4.877                  91.511
07/27/2008   27.90      2.58    66.843    58.000    50.228    29.295    20.352           6.885                 201.689
08/06/2008   22.33      3.50    45.924    37.654    29.893    23.859    15.130           4.886                 116.573
08/08/2008   10.45      0.67    67.990    48.582    36.844    20.174    10.450           2.557                  51.594
08/14/2008   48.39     27.00    46.016    32.028    26.264    15.899     7.977           9.404                 149.513
08/23/2008   21.50     11.42    29.784    26.592    24.896    16.827    10.617           4.289                  72.170
09/01/2008   15.68      3.00    28.872    22.584    18.392    12.296     9.518           3.161                  38.868
09/07/2008   19.29     11.17    14.544    12.480    11.520     9.224     6.212           3.661                  33.769
09/13/2008   23.48     25.50    14.280    11.940    11.160     9.936     7.964           4.136                  41.095
10/03/2008   42.77     25.42     9.504     8.352     7.888     6.016     5.588           7.296                  43.892
10/28/2008  140.21     43.17    14.436    12.000    12.000    10.816     9.220          25.826                 279.336
10/30/2008   24.52     28.50     2.400     2.400     2.400     2.400     2.400           3.774                   9.058
11/04/2008   49.26     15.83    14.208    11.904    11.136     9.888     7.400           8.951                  88.509
11/12/2008   40.48     37.00     4.848     4.800     4.800     3.992     3.392           6.294                  25.124
11/28/2008   17.66     25.83     4.800     4.800     4.800     4.048     4.028           2.804                  11.349
11/29/2008   57.98     30.08     9.552     8.688     7.984     7.200     6.400           9.816                  70.674
12/10/2008   80.16     65.08     4.848     4.800     4.800     4.800     4.800          12.834                  61.605
01/19/2009   93.03     40.00     7.248     7.200     6.496     6.000     5.420          15.228                  91.367
02/01/2009   23.41     57.08     2.400     2.400     2.400     2.000     1.820           3.622                   7.244
02/05/2009   68.65     58.42     9.648     8.424     8.016     6.900     6.628          11.264                  77.720
03/03/2009   52.59     68.25     7.248     6.192     5.728     5.264     4.976           8.612                  45.332
03/28/2009   82.86     54.92     9.648     8.424     7.320     7.200     6.404          13.414                  96.584
04/02/2009   18.45     18.83     4.848     4.800     4.800     4.400     3.004           2.925                  12.872
04/16/2009   16.33     15.17     7.248     7.200     7.200     6.056     4.600           2.766                  16.748
04/26/2009   26.72     40.83     7.104     5.160     4.848     3.592     2.992           4.176                  15.001
05/13/2009    9.10      1.42    63.052    44.222    31.962    17.022     8.707           2.222                  37.826
05/26/2009   21.91     11.75    48.465    37.361    26.429    13.942     7.133           4.634                  64.602
06/05/2009   26.35     26.33    12.048    10.992    11.216    10.768     8.140           4.701                  50.617
06/19/2009   58.03     16.17    26.094    22.944    21.717    18.817    14.999          11.237                 211.457
07/07/2009   13.46      5.08    41.218    29.200    19.467    10.125     5.396           2.794                  28.288
07/17/2009   90.01     15.92    92.169    57.248    41.543    24.862    18.094          20.004                 497.333
07/24/2009   14.51      2.00    24.048    23.016    21.632    14.714    11.541           3.025                  44.518
08/03/2009   42.00     19.75    19.344    15.732    12.904     9.861     8.624           7.893                  77.835
08/10/2009   18.60      2.00    79.378    67.077    52.844    29.624    16.412           4.518                 133.830
08/21/2009   12.83      2.00    36.240    30.011    26.054    16.004    11.131           2.800                  44.812
08/29/2009    9.68      5.75    48.451    36.274    28.293    17.801     9.292           2.310                  41.122
09/13/2009   69.73     37.50     9.552     8.376     7.984     7.984     6.792          11.629                  92.844
09/16/2009   26.27     24.42     7.248     6.192     5.728     4.872     4.016           4.278                  20.843
10/10/2009   12.94      9.58     9.648     8.424     7.216     6.072     6.008           2.312                  14.040
10/22/2009   26.68     16.17     4.848     4.800     4.800     4.000     3.592           4.257                  17.030
11/02/2009   13.88     12.75     4.608     3.504     3.136     2.768     2.384           2.152                   5.956
11/29/2009   71.03     41.33     7.248     7.200     5.664     5.208     4.976          11.841                  61.670
12/22/2009   30.18     14.83     7.248     6.024     5.616     4.840     4.800           4.947                  23.944
12/23/2009   71.21     47.92    11.904     9.552     8.768     8.392     5.416          11.994                 100.651
02/18/2010   20.56     40.75     7.248     6.024     4.912     4.080     3.240           3.212                  13.103
03/26/2010   18.30     15.00     7.104     5.160     4.848     4.408     4.208           2.930                  12.917
03/30/2010   16.73     18.58     9.648     8.472     7.248     5.716     4.424           2.750                  15.719
04/26/2010   22.35      4.00    21.552    20.748    20.104    16.039    11.819           4.465                  71.620
05/02/2010   16.01     29.25     4.752     3.576     3.184     2.400     2.200           2.476                   5.942
05/03/2010   91.92     66.08    12.212    12.000    10.384     9.356     6.024          15.733                 147.201
05/26/2010   17.44      6.75    31.350    28.154    24.918    21.587    13.305           3.714                  80.167
06/13/2010   14.20      3.17    19.862    18.048    16.784    13.248    10.248           2.810                  37.223
06/15/2010   25.57     26.92    12.698    10.800     8.928     7.168     6.600           4.484                  32.143
06/19/2010   41.52     36.17     7.200     7.200     7.200     6.800     5.196           6.718                  45.681
07/17/2010   14.38      9.33     7.152     6.192     6.384     5.296     3.624           2.361                  12.505
07/23/2010   22.46     10.83    24.158    21.825    18.436    10.009     6.514           4.438                  44.420
07/29/2010   14.75      7.58    17.372    15.636    13.208     8.828     5.614           2.565                  22.642
08/05/2010   29.16     12.58     4.848     4.800     4.800     4.800     4.600           4.833                  23.198
08/08/2010   16.21      9.83    29.036    24.050    18.910    12.017     6.604           3.256                  39.125
08/13/2010   15.02      2.92    21.264    13.853    12.000    11.200    10.024           3.034                  33.977
08/13/2010   19.74      7.50    24.194    20.317    17.705    12.992     8.782           3.649                  47.415
08/14/2010   44.23     16.83    17.376    15.720    12.920     8.856     6.428           8.125                  71.957
08/16/2010   13.72     13.75    14.369     9.808     8.750     8.063     4.199           2.404                  19.382
08/24/2010   12.41     12.00    45.143    32.249    25.705    16.052     9.834           2.616                  41.990
08/27/2010   19.67      6.00    24.000    24.000    22.800    16.816    13.592           4.298                  72.281
08/29/2010   16.75     13.33    12.120     9.648     9.640     8.448     6.460           2.928                  24.736
09/13/2010   13.36      5.25    12.048    10.632     9.488     7.544     6.392           2.365                  17.838
09/17/2010   32.99     47.50     9.648     9.600     8.800     7.600     5.600           5.600                  42.557
09/24/2010   64.59     14.50    12.048    12.000    11.200     9.760     9.044          12.071                 117.815
10/04/2010   21.29     19.92     7.376     7.200     7.200     6.056     4.264           3.515                  21.284
10/24/2010   58.19     40.00     7.152     6.192     6.384     6.000     5.008           9.499                  56.995
10/31/2010   60.15     61.25     7.200     7.200     7.200     6.084     4.984           9.523                  57.935
